species	metabolite	log2FC	SE	time
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-1.028993243	0.403619795	t16
Lmel	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	5.200013202	1.085762084	t16
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	-0.051896882	0.416518972	t16
Lmel	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	-1.185002712	0.438868915	t16
Lmel	"Cadaverine,_4TMS_derivative"	-0.403943955	1.264985288	t16
Lmel	"L-Lysine,_4TMS_derivative"	0.004728951	0.810852753	t16
Lmel	"D-Glucitol,_6TMS_derivative"	-0.212235215	0.407168202	t16
Lmel	"L-Tyrosine,_3TMS_derivative"	-0.104529144	0.484888529	t16
Lmel	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	-0.254310348	0.394586745	t16
Lmel	"D-Gluconic_acid,_6TMS_derivative"	-0.268390646	0.404260608	t16
Lmel	"Muco-Inositol,_6TMS_derivative"	-0.216937405	0.472432854	t16
Lmel	Unknown_22_95	0.098636188	0.596287149	t16
Lmel	"Glucose,_5TMS_derivative_13C"	-0.429819568	0.92370092	t16
Lmel	"Glucose,_5TMS_derivative"	-1.341950301	0.947499875	t16
Lmel	"Palmitic_Acid,_TMS_derivative"	-0.184178717	0.190912241	t16
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_2"	-0.14542362	0.444713866	t16
Lmel	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	2.99121068	0.589957846	t16
Lmel	"Indole-3-lactic_acid,_3TMS_derivative"	4.953630954	1.397245858	t16
Lmel	"L-Tryptophan,_3TMS_derivative"	-0.173591503	0.548753949	t16
Lmel	"Oleic_Acid,_(Z)-,_TMS_derivative"	-0.118418032	0.332402785	t16
Lmel	Sugar_phosphate_26_68	-0.46918906	1.178911673	t16
Lmel	"Stearic_acid,_TMS_derivative"	-0.129978409	0.151520326	t16
Lmel	"Tranexamic_acid,_3TMS_derivative"	-0.244044815	0.747060605	t16
Lmel	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	-0.124662979	0.695680768	t16
Lmel	"Xanthine,_3TMS_derivative"	-0.113736667	0.93631742	t16
Lmel	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	-0.030373649	1.841009295	t16
Lmel	"Uridine,_3TMS_derivative"	-0.022234864	0.596765609	t16
Lmel	"Inosine,_4TMS_derivative"	-2.116458977	0.908708678	t16
Lmel	"Sucrose,_8TMS_derivative"	-0.272755533	0.45430571	t16
Lmel	"Adenosine,_4TMS_derivative"	-3.700225554	0.874201848	t16
Lmel	Unknown_30_30	-0.222776798	0.691792661	t16
Lmel	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.366475369	3.121271179	t16
Lmel	"Lactose,_8TMS_derivative"	-0.394168998	0.361081002	t16
Lmel	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	-0.634512396	0.597771885	t16
Lmel	"Guanosine,_5TMS_derivative"	-1.736523475	0.930124256	t16
Lmel	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.443358569	0.602798981	t16
Lmel	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.39443224	0.744541385	t16
Lmel	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.588602179	4.94275958	t16
Lmel	"Lactic_Acid,_2TMS_derivative"	4.740034975	0.192622184	t24
Lmel	"L-Alanine,_2TMS_derivative"	1.0671803	0.335236897	t24
Lmel	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.305744448	0.165492236	t24
Lmel	"3-Methyl-2-butenoic_acid,_morpholide"	0.412950689	0.635545315	t24
Lmel	"Silanol,_trimethyl-,_carbonate_(2:1)"	2.068398711	0.189746499	t24
Lmel	"Pentasiloxane,_dodecamethyl-"	2.301112457	0.23855153	t24
Lmel	"1,4-Butanediol,_2TMS_derivative"	0.541385682	0.105987857	t24
Lmel	Creatinine	0.839739642	1.452060086	t24
Lmel	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.660084972	0.08223923	t24
Lmel	"L-Valine,_2TMS_derivative"	0.802154081	0.246379215	t24
Lmel	"Ethylphosphonic_acid,_2TMS_derivative"	7.053317635	0.253027724	t24
Lmel	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	6.014912735	0.34628115	t24
Lmel	"Benzoic_Acid,_TMS_derivative"	1.181701005	0.246830636	t24
Lmel	"L-Isoleucine,_2TMS_derivative"	0.601824145	0.260542305	t24
Lmel	"L-Proline,_2TMS_derivative"	1.044367095	0.30020749	t24
Lmel	"Glycine,_3TMS_derivative"	1.890147274	0.432095921	t24
Lmel	"Butanedioic_acid,_2TMS_derivative"	0.413456656	1.421755646	t24
Lmel	"L-Leucine,_2TMS_derivative"	0.627309398	0.186430025	t24
Lmel	"Glyceric_acid,_3TMS_derivative"	1.657580963	0.255552506	t24
Lmel	"Uracil,_2TMS_derivative"	2.580221929	0.334674123	t24
Lmel	"Serine,_3TMS_derivative"	1.145826954	0.374329442	t24
Lmel	"8,10-Dioxaheptadecane"	0.62461718	0.157516658	t24
Lmel	Unknown_7_02	3.079634172	0.846311468	t24
Lmel	"Pipecolic_acid,_2TMS_derivative"	0.921464004	0.294744119	t24
Lmel	"L-Threonine,_3TMS_derivative"	1.496304308	0.323756775	t24
Lmel	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	1.481616337	0.317021618	t24
Lmel	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	3.002269248	0.490248645	t24
Lmel	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	1.342084492	0.264915455	t24
Lmel	".beta.-Alanine,_3TMS_derivative"	1.419523622	0.369355799	t24
Lmel	"3-Amino-2-piperidone,_2TMS_derivative"	2.501010722	0.567206517	t24
Lmel	Unknown_9_81	2.570529089	0.540318083	t24
Lmel	"Malic_acid,_3TMS_derivative"	-0.973654463	0.358284784	t24
Lmel	"Erythritol_2,_4TMS_derivative"	1.092256043	0.335014322	t24
Lmel	"Tromethamine,_4TMS_derivative"	2.973993391	0.978148888	t24
Lmel	"Pyroglutamic_acid,_TMS_derivative"	1.578049356	0.595546498	t24
Lmel	"L-Aspartic_acid,_3TMS_derivative"	1.269446391	0.436590036	t24
Lmel	"L-Methionine,_2TMS_derivative"	0.611643961	0.267777642	t24
Lmel	"L-5-Oxoproline,_,_2TMS_derivative"	1.519305526	0.349457423	t24
Lmel	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	6.47887885	0.441583485	t24
Lmel	"4-Aminobutanoic_acid,_3TMS_derivative"	1.382293673	0.386417308	t24
Lmel	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	2.785318616	0.831435781	t24
Lmel	"DL-Phenylalanine,_TMS_derivative"	1.912427929	0.649270372	t24
Lmel	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	1.241288316	0.299718288	t24
Lmel	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	2.933496777	0.343403058	t24
Lmel	"2-Aminoadipic_acid,_3TMS_derivative"	2.427633294	0.719660409	t24
Lmel	"3-Phenyllactic_acid,_2TMS_derivative"	7.645636645	0.382536483	t24
Lmel	"2-Aminooctanoic_acid,_2TMS_derivative"	3.240983053	0.72945946	t24
Lmel	"L-Glutamic_acid,_3TMS_derivative"	1.162203835	0.340597396	t24
Lmel	"L-Phenylalanine,_2TMS_derivative"	0.581977428	0.243138056	t24
Lmel	"2-Aminoheptanedioic_acid,_3TMS_derivative"	2.295416158	0.697022686	t24
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	1.818678879	0.360847207	t24
Lmel	Unknown_15_17	0.251683309	0.786985909	t24
Lmel	"Asparagine,_3TMS_derivative"	2.125390157	0.851714368	t24
Lmel	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	7.002728069	0.684912566	t24
Lmel	"Xylitol,_5TMS_derivative"	1.250850345	0.310810094	t24
Lmel	"Putrescine,_4TMS_derivative"	1.637993593	0.436693532	t24
Lmel	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	1.661099353	0.376722915	t24
Lmel	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	2.728219681	0.600130827	t24
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_1"	1.067140789	0.331390274	t24
Lmel	"Terephthalic_acid,_2TMS_derivative"	-1.163544762	0.33372735	t24
Lmel	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	0.986157856	0.300957719	t24
Lmel	"9H-Purin-6-ol,_2TMS_derivative"	3.834019062	0.434226573	t24
Lmel	"L-Ornithine,_4TMS_derivative"	2.126835697	0.657588231	t24
Lmel	"Citric_acid,_4TMS_derivative"	-1.980687098	1.239537694	t24
Lmel	Unknown_19_62	1.629539474	0.372246086	t24
Lmel	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-6.625699779	2.176149107	t24
Lmel	"Adenine,_2TMS_derivative"	3.820813108	0.420307919	t24
Lmel	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-6.635062415	2.731988705	t24
Lmel	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.243492532	0.418290008	t24
Lmel	"D-(+)-Gluconolactone,_4TMS_derivative"	0.801829342	0.228243399	t24
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	1.645952325	0.233511423	t24
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-1.174174903	0.29116598	t24
Lmel	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	7.187003686	1.025344986	t24
Lmel	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	1.550058821	0.239625042	t24
Lmel	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	-1.302046621	0.292319067	t24
Lmel	"Cadaverine,_4TMS_derivative"	1.316828797	0.911867602	t24
Lmel	"L-Lysine,_4TMS_derivative"	2.382854256	0.645212005	t24
Lmel	"D-Glucitol,_6TMS_derivative"	1.140299333	0.260561139	t24
Lmel	"L-Tyrosine,_3TMS_derivative"	1.172784514	0.308526172	t24
Lmel	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	1.117166721	0.270953369	t24
Lmel	"D-Gluconic_acid,_6TMS_derivative"	1.206203498	0.356170296	t24
Lmel	"Muco-Inositol,_6TMS_derivative"	1.341501036	0.326536612	t24
Lmel	Unknown_22_95	1.851152425	0.448864223	t24
Lmel	"Glucose,_5TMS_derivative_13C"	1.386039909	0.426527353	t24
Lmel	"Glucose,_5TMS_derivative"	-1.112507065	0.466700543	t24
Lmel	"Palmitic_Acid,_TMS_derivative"	1.223066173	0.136131348	t24
Lmel	"Myo-Inositol,_6TMS_derivative_isomer_2"	1.302049662	0.310887435	t24
Lmel	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	5.872455863	0.351669053	t24
Lmel	"Indole-3-lactic_acid,_3TMS_derivative"	7.051104341	1.343198369	t24
Lmel	"L-Tryptophan,_3TMS_derivative"	1.063513387	0.362843527	t24
Lmel	"Oleic_Acid,_(Z)-,_TMS_derivative"	1.470765303	0.223164857	t24
Lmel	Sugar_phosphate_26_68	2.249426712	0.811189103	t24
Lmel	"Stearic_acid,_TMS_derivative"	1.272487592	0.092202876	t24
Lmel	"Tranexamic_acid,_3TMS_derivative"	1.549205423	0.520009505	t24
Lmel	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	1.963736252	0.453515959	t24
Lmel	"Xanthine,_3TMS_derivative"	1.766769952	0.456443443	t24
Lmel	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	2.179540538	1.26266173	t24
Lmel	"Uridine,_3TMS_derivative"	1.9469168	0.405758453	t24
Lmel	"Inosine,_4TMS_derivative"	-4.27690767	1.152275252	t24
Lmel	"Sucrose,_8TMS_derivative"	1.347847475	0.274862178	t24
Lmel	"Adenosine,_4TMS_derivative"	-4.065803645	0.352765079	t24
Lmel	Unknown_30_30	1.377745134	0.406155186	t24
Lmel	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.770590399	2.134677486	t24
Lmel	"Lactose,_8TMS_derivative"	-0.344337099	0.25847804	t24
Lmel	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	0.768202874	0.553253419	t24
Lmel	"Guanosine,_5TMS_derivative"	-3.942665259	2.525096379	t24
Lmel	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.075284831	0.349932857	t24
Lmel	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.674630687	0.433321918	t24
Lmel	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	3.065821556	3.564724375	t24
Lkul	"Lactic_Acid,_2TMS_derivative"	-0.378313851	0.223608984	t0
Lkul	"L-Alanine,_2TMS_derivative"	-0.080493075	0.551946873	t0
Lkul	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	-0.370968696	0.205951713	t0
Lkul	"3-Methyl-2-butenoic_acid,_morpholide"	-0.087175843	0.305559854	t0
Lkul	"Silanol,_trimethyl-,_carbonate_(2:1)"	-0.39468359	0.257878204	t0
Lkul	"Pentasiloxane,_dodecamethyl-"	-0.082777128	0.235645189	t0
Lkul	"1,4-Butanediol,_2TMS_derivative"	-0.383560043	0.210739727	t0
Lkul	Creatinine	-0.053430407	1.783006388	t0
Lkul	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	-0.388497838	0.219306332	t0
Lkul	"L-Valine,_2TMS_derivative"	-0.081761609	0.357046685	t0
Lkul	"Ethylphosphonic_acid,_2TMS_derivative"	-0.380318261	0.281800546	t0
Lkul	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	-0.075706698	0.726504345	t0
Lkul	"Benzoic_Acid,_TMS_derivative"	-0.370839843	0.264810665	t0
Lkul	"L-Isoleucine,_2TMS_derivative"	-0.079695807	0.271979949	t0
Lkul	"L-Proline,_2TMS_derivative"	-0.364681831	0.294045101	t0
Lkul	"Glycine,_3TMS_derivative"	-0.078670528	0.673114748	t0
Lkul	"Butanedioic_acid,_2TMS_derivative"	-0.363216581	0.338322189	t0
Lkul	"L-Leucine,_2TMS_derivative"	-0.081770007	0.29142098	t0
Lkul	"Glyceric_acid,_3TMS_derivative"	-0.382279998	0.242629517	t0
Lkul	"Uracil,_2TMS_derivative"	-0.083457847	0.484608738	t0
Lkul	"Serine,_3TMS_derivative"	-0.357551697	0.347990266	t0
Lkul	"8,10-Dioxaheptadecane"	-0.081003836	0.334244037	t0
Lkul	Unknown_7_02	-0.300345559	1.228155701	t0
Lkul	"Pipecolic_acid,_2TMS_derivative"	-0.08064036	0.514874722	t0
Lkul	"L-Threonine,_3TMS_derivative"	-0.361050853	0.319193828	t0
Lkul	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	-0.083294745	0.50137419	t0
Lkul	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	-0.358670315	0.440047299	t0
Lkul	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	-0.079227454	0.513335896	t0
Lkul	".beta.-Alanine,_3TMS_derivative"	-0.363402371	0.330700568	t0
Lkul	"3-Amino-2-piperidone,_2TMS_derivative"	-0.077669362	0.650201967	t0
Lkul	Unknown_9_81	-0.336335084	0.818483691	t0
Lkul	"Malic_acid,_3TMS_derivative"	-0.083115522	0.516226118	t0
Lkul	"Erythritol_2,_4TMS_derivative"	-0.380866887	0.262742559	t0
Lkul	"Tromethamine,_4TMS_derivative"	-0.084523952	0.376634664	t0
Lkul	"Pyroglutamic_acid,_TMS_derivative"	-0.332647668	0.680803982	t0
Lkul	"L-Aspartic_acid,_3TMS_derivative"	-0.077832154	0.627151509	t0
Lkul	"L-Methionine,_2TMS_derivative"	-0.381317094	0.194331013	t0
Lkul	"L-5-Oxoproline,_,_2TMS_derivative"	-0.081751241	0.576722248	t0
Lkul	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	-0.374170558	0.281015266	t0
Lkul	"4-Aminobutanoic_acid,_3TMS_derivative"	-0.081587125	0.637184631	t0
Lkul	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	-0.31817208	1.031656208	t0
Lkul	"DL-Phenylalanine,_TMS_derivative"	-0.086933144	0.773219639	t0
Lkul	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	-0.375287175	0.230756239	t0
Lkul	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	-0.082245703	0.468595487	t0
Lkul	"2-Aminoadipic_acid,_3TMS_derivative"	-0.350609659	0.728205657	t0
Lkul	"3-Phenyllactic_acid,_2TMS_derivative"	-0.079022313	0.877931713	t0
Lkul	"2-Aminooctanoic_acid,_2TMS_derivative"	-0.320994791	1.019965327	t0
Lkul	"L-Glutamic_acid,_3TMS_derivative"	-0.080152702	0.50229585	t0
Lkul	"L-Phenylalanine,_2TMS_derivative"	-0.382266851	0.198234344	t0
Lkul	"2-Aminoheptanedioic_acid,_3TMS_derivative"	-0.09423961	0.974235314	t0
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	-0.351982488	0.432261837	t0
Lkul	Unknown_15_17	-0.075030704	0.385160823	t0
Lkul	"Asparagine,_3TMS_derivative"	-0.332874145	0.660035944	t0
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	-0.076366864	1.295484024	t0
Lkul	"Xylitol,_5TMS_derivative"	-0.369748903	0.259152728	t0
Lkul	"Putrescine,_4TMS_derivative"	-0.077517346	0.692202623	t0
Lkul	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	-0.355702352	0.423095192	t0
Lkul	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	-0.074509539	0.94785846	t0
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_1"	-0.366557613	0.296950921	t0
Lkul	"Terephthalic_acid,_2TMS_derivative"	-0.095496306	0.690484924	t0
Lkul	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	-0.366457203	0.287548304	t0
Lkul	"9H-Purin-6-ol,_2TMS_derivative"	-0.082066678	0.640169654	t0
Lkul	"L-Ornithine,_4TMS_derivative"	-0.328987998	0.617751078	t0
Lkul	"Citric_acid,_4TMS_derivative"	-0.08023665	0.582310444	t0
Lkul	Unknown_19_62	-0.361937833	0.373000875	t0
Lkul	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-0.081385267	0.528130545	t0
Lkul	"Adenine,_2TMS_derivative"	-0.357185007	0.424355109	t0
Lkul	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-0.082192569	0.491599538	t0
Lkul	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.415996661	0.507593397	t0
Lkul	"D-(+)-Gluconolactone,_4TMS_derivative"	-0.081711742	0.492751859	t0
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	-0.371049308	0.268789422	t0
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.081996771	0.465294754	t0
Lkul	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	-0.335976482	1.150548771	t0
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	-0.085491534	0.483674346	t0
Lkul	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	-0.370050235	0.258536167	t0
Lkul	"Cadaverine,_4TMS_derivative"	-0.088588458	0.766564189	t0
Lkul	"L-Lysine,_4TMS_derivative"	-0.326524925	0.725304024	t0
Lkul	"D-Glucitol,_6TMS_derivative"	-0.083562075	0.460950473	t0
Lkul	"L-Tyrosine,_3TMS_derivative"	-0.364990959	0.289130932	t0
Lkul	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	-0.080826092	0.465850578	t0
Lkul	"D-Gluconic_acid,_6TMS_derivative"	-0.370994069	0.260389851	t0
Lkul	"Muco-Inositol,_6TMS_derivative"	-0.080852668	0.52215377	t0
Lkul	Unknown_22_95	-0.367175299	0.325448045	t0
Lkul	"Glucose,_5TMS_derivative_13C"	-0.081294496	0.918137918	t0
Lkul	"Glucose,_5TMS_derivative"	-0.337180446	0.639284197	t0
Lkul	"Palmitic_Acid,_TMS_derivative"	-0.08082713	0.354767835	t0
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_2"	-0.364375679	0.296375886	t0
Lkul	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	-0.082385627	0.665226885	t0
Lkul	"Indole-3-lactic_acid,_3TMS_derivative"	-0.35120907	0.751605422	t0
Lkul	"L-Tryptophan,_3TMS_derivative"	-0.07878665	0.478983233	t0
Lkul	"Oleic_Acid,_(Z)-,_TMS_derivative"	-0.362438177	0.296389129	t0
Lkul	Sugar_phosphate_26_68	-0.075770866	1.317873998	t0
Lkul	"Stearic_acid,_TMS_derivative"	-0.383019975	0.19915667	t0
Lkul	"Tranexamic_acid,_3TMS_derivative"	-0.08145733	0.749997793	t0
Lkul	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	-0.35993335	0.431889781	t0
Lkul	"Xanthine,_3TMS_derivative"	-0.087285096	0.671053278	t0
Lkul	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	-0.40211573	0.71943142	t0
Lkul	"Uridine,_3TMS_derivative"	-0.076513602	0.590496193	t0
Lkul	"Inosine,_4TMS_derivative"	-0.351558093	0.420714104	t0
Lkul	"Sucrose,_8TMS_derivative"	-0.080940665	0.477532896	t0
Lkul	"Adenosine,_4TMS_derivative"	-0.35274793	0.418124977	t0
Lkul	Unknown_30_30	-0.095411966	0.746001977	t0
Lkul	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.313460879	2.476367007	t0
Lkul	"Lactose,_8TMS_derivative"	-0.082295254	0.440207948	t0
Lkul	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	-0.346653827	0.671907557	t0
Lkul	"Guanosine,_5TMS_derivative"	-0.078475735	0.685888634	t0
Lkul	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.361679792	0.313030872	t0
Lkul	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.081909446	0.68071848	t0
Lkul	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.398911506	2.805307396	t0
Lkul	"Lactic_Acid,_2TMS_derivative"	2.556759399	0.1635178	t8
Lkul	"L-Alanine,_2TMS_derivative"	0.680723357	0.33147881	t8
Lkul	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.194186176	0.17232398	t8
Lkul	"3-Methyl-2-butenoic_acid,_morpholide"	0.757566864	0.11777717	t8
Lkul	"Silanol,_trimethyl-,_carbonate_(2:1)"	1.784019422	0.095464141	t8
Lkul	"Pentasiloxane,_dodecamethyl-"	1.983638354	0.145257238	t8
Lkul	"1,4-Butanediol,_2TMS_derivative"	0.560266992	0.096148941	t8
Lkul	Creatinine	0.889748312	1.188993146	t8
Lkul	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.659325062	0.05505111	t8
Lkul	"L-Valine,_2TMS_derivative"	0.626048879	0.197167295	t8
Lkul	"Ethylphosphonic_acid,_2TMS_derivative"	3.80177389	0.259654812	t8
Lkul	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	3.138596061	0.402874104	t8
Lkul	"Benzoic_Acid,_TMS_derivative"	1.017961373	0.325473631	t8
Lkul	"L-Isoleucine,_2TMS_derivative"	0.486676871	0.23584483	t8
Lkul	"L-Proline,_2TMS_derivative"	0.733653195	0.302197978	t8
Lkul	"Glycine,_3TMS_derivative"	0.828455623	0.483119664	t8
Lkul	"Butanedioic_acid,_2TMS_derivative"	1.143817032	0.289205713	t8
Lkul	"L-Leucine,_2TMS_derivative"	0.401467964	0.263762389	t8
Lkul	"Glyceric_acid,_3TMS_derivative"	1.073184154	0.230666389	t8
Lkul	"Uracil,_2TMS_derivative"	1.414528495	0.206742889	t8
Lkul	"Serine,_3TMS_derivative"	0.794113002	0.426135832	t8
Lkul	"8,10-Dioxaheptadecane"	0.624223882	0.125863625	t8
Lkul	Unknown_7_02	2.047486699	1.009621088	t8
Lkul	"Pipecolic_acid,_2TMS_derivative"	0.826083111	0.293851614	t8
Lkul	"L-Threonine,_3TMS_derivative"	1.035953063	0.354702765	t8
Lkul	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	1.277809218	0.21651212	t8
Lkul	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	2.579226131	0.349623535	t8
Lkul	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	1.155665202	0.263780926	t8
Lkul	".beta.-Alanine,_3TMS_derivative"	1.348055655	0.339784601	t8
Lkul	"3-Amino-2-piperidone,_2TMS_derivative"	1.707268652	0.529220211	t8
Lkul	Unknown_9_81	1.779922946	0.684478002	t8
Lkul	"Malic_acid,_3TMS_derivative"	0.887521812	0.313788099	t8
Lkul	"Erythritol_2,_4TMS_derivative"	0.965907084	0.235625481	t8
Lkul	"Tromethamine,_4TMS_derivative"	3.275882159	1.196776931	t8
Lkul	"Pyroglutamic_acid,_TMS_derivative"	1.066217363	0.645242789	t8
Lkul	"L-Aspartic_acid,_3TMS_derivative"	0.842516385	0.503299787	t8
